At least five men launched any fires.	More than seventy rocks told any stories.	left	67af076bc675d7a5f191330e43301fff	0.95
At least seventy men threw any girls.	More than five men lost any mothers.	right	67af076bc675d7a5f191330e43301fff	0.95
At least seventy men killed any girls.	More than five families built any communities.	right	67af076bc675d7a5f191330e43301fff	0.95
At least seventy teams scored any points.	More than seventy members created any communities.	left	67af076bc675d7a5f191330e43301fff	0.95
At least seventy men grabbed any books.	More than five men bought any rocks.	right	67af076bc675d7a5f191330e43301fff	0.95
At least five men picked any girls.	More than five fires destroyed any churches.	left	1a373cbc90b5b0889868ebbc104f0b31	0.82
At least five members bought any books.	More than five players scored any points.	right	1a373cbc90b5b0889868ebbc104f0b31	0.82
At least five countries lost any men.	More than seventy men threw any girls.	right	1a373cbc90b5b0889868ebbc104f0b31	0.82
More than five women drew any lines.	More than seventy members created any communities.	left	1a373cbc90b5b0889868ebbc104f0b31	0.82
At least five players picked any games.	More than seventy teams told any stories.	left	1a373cbc90b5b0889868ebbc104f0b31	0.82
At least seventy girls shook any hands.	More than five positions scored any points.	right	1a373cbc90b5b0889868ebbc104f0b31	0.82
More than five men raised any girls.	More than seventy players created any worlds.	left	1a373cbc90b5b0889868ebbc104f0b31	0.82
At least seventy members lost any eyes.	More than seventy positions scored any points.	right	1a373cbc90b5b0889868ebbc104f0b31	0.82
At least seventy towns lost any men.	More than five men struck any girls.	right	1a373cbc90b5b0889868ebbc104f0b31	0.82
At least five men shook any hands.	More than five men launched any fires.	left	1a373cbc90b5b0889868ebbc104f0b31	0.82
At least seventy girls shook any hands.	More than five men raised any girls.	right	1a373cbc90b5b0889868ebbc104f0b31	0.82
At least seventy players created any worlds.	More than five families owned any homes.	right	1a373cbc90b5b0889868ebbc104f0b31	0.82
At least five doors opened any ways.	More than seventy players created any worlds.	right	1a373cbc90b5b0889868ebbc104f0b31	0.82
At least five men raised any girls.	More than seventy teams told any stories.	right	1a373cbc90b5b0889868ebbc104f0b31	0.82
At least five rocks told any stories.	More than five fires destroyed any churches.	left	1a373cbc90b5b0889868ebbc104f0b31	0.82
At least five stories took any lives.	More than seventy men lost any mothers.	left	1a373cbc90b5b0889868ebbc104f0b31	0.82
At least five men threw any girls.	At least seventy teams took any lives.	right	166b75b3b203fba31586d4de8113d057	0.64
At least seventy men created any countries.	More than five positions scored any points.	right	166b75b3b203fba31586d4de8113d057	0.64
At least seventy members created any names.	More than five men lost any hands.	left	166b75b3b203fba31586d4de8113d057	0.64
At least seventy towns lost any men.	More than seventy fires destroyed any churches.	left	166b75b3b203fba31586d4de8113d057	0.64
At least seventy men bought any rocks.	More than seventy men threw any books.	left	166b75b3b203fba31586d4de8113d057	0.64
At least five men lost any families.	More than seventy players picked any games.	right	166b75b3b203fba31586d4de8113d057	0.64
At least five players scored any points.	At least seventy doors opened any ways.	right	166b75b3b203fba31586d4de8113d057	0.64
At least seventy men lost any families.	More than five players purchased any games.	right	166b75b3b203fba31586d4de8113d057	0.64
At least seventy men changed any worlds.	More than five teams scored any points.	right	166b75b3b203fba31586d4de8113d057	0.64
At least seventy students took any classes.	More than seventy doors opened any ways.	right	166b75b3b203fba31586d4de8113d057	0.64
More than five players created any worlds.	More than seventy men lost any hands.	left	166b75b3b203fba31586d4de8113d057	0.64
At least seventy members created any names.	More than five girls killed any women.	left	166b75b3b203fba31586d4de8113d057	0.64
At least seventy positions scored any points.	More than seventy wives killed any men.	left	166b75b3b203fba31586d4de8113d057	0.64
At least seventy countries lost any men.	More than five teams scored any points.	right	166b75b3b203fba31586d4de8113d057	0.64
At least seventy wives killed any men.	More than five men created any countries.	right	166b75b3b203fba31586d4de8113d057	0.64
At least seventy men threw any rocks.	More than seventy countries lost any men.	left	166b75b3b203fba31586d4de8113d057	0.64
At least seventy men threw any rocks.	More than five positions scored any points.	right	3c5593f2111c0fc50dd3f97596c6c98c	0.95
At least five men threw any girls.	More than five men struck any girls.	left	3c5593f2111c0fc50dd3f97596c6c98c	0.95
At least five girls shook any hands.	More than seventy members lost any eyes.	left	3c5593f2111c0fc50dd3f97596c6c98c	0.95
At least five men killed any girls.	At least seventy players created any worlds.	left	3c5593f2111c0fc50dd3f97596c6c98c	0.95
More than five members created any names.	More than seventy men grabbed any books.	left	3c5593f2111c0fc50dd3f97596c6c98c	0.95
At least seventy men launched any fires.	More than five towns lost any men.	right	3c5593f2111c0fc50dd3f97596c6c98c	0.95
At least five men bought any rocks.	More than five teams took any lives.	right	3c5593f2111c0fc50dd3f97596c6c98c	0.95
At least five men struck any girls.	More than five fires destroyed any churches.	left	3c5593f2111c0fc50dd3f97596c6c98c	0.95
At least five mothers lost any lives.	More than five positions scored any points.	right	3c5593f2111c0fc50dd3f97596c6c98c	0.95
At least seventy men opened any doors.	More than five members created any communities.	right	3c5593f2111c0fc50dd3f97596c6c98c	0.95
At least seventy families built any communities.	More than five girls shook any hands.	right	3c5593f2111c0fc50dd3f97596c6c98c	0.95
At least five records told any stories.	At least seventy rocks told any stories.	left	3c5593f2111c0fc50dd3f97596c6c98c	0.95
At least five men killed any girls.	More than seventy students took any classes.	right	3c5593f2111c0fc50dd3f97596c6c98c	0.95
At least five men threw any books.	At least seventy men created any countries.	left	3c5593f2111c0fc50dd3f97596c6c98c	0.95
At least seventy communities created any games.	More than seventy men lost any mothers.	right	3c5593f2111c0fc50dd3f97596c6c98c	0.95
At least seventy men threw any books.	More than five countries lost any men.	right	3c5593f2111c0fc50dd3f97596c6c98c	0.95
More than five mothers lost any lives.	More than seventy fires destroyed any churches.	left	8b5cfb1494d35b884ddf9a618f4caf27	0.59
More than five men threw any girls.	More than seventy men struck any girls.	left	8b5cfb1494d35b884ddf9a618f4caf27	0.59
At least seventy towns lost any men.	More than seventy members created any communities.	left	8b5cfb1494d35b884ddf9a618f4caf27	0.59
At least five players purchased any games.	More than five students took any classes.	left	8b5cfb1494d35b884ddf9a618f4caf27	0.59
More than five communities created any games.	More than seventy men opened any doors.	left	8b5cfb1494d35b884ddf9a618f4caf27	0.59
At least five towns lost any men.	At least seventy men struck any girls.	right	8b5cfb1494d35b884ddf9a618f4caf27	0.59
At least seventy men destroyed any cities.	More than seventy teams took any lives.	left	8b5cfb1494d35b884ddf9a618f4caf27	0.59
At least seventy families built any communities.	More than seventy players purchased any games.	left	8b5cfb1494d35b884ddf9a618f4caf27	0.59
At least seventy members lost any eyes.	More than seventy men painted any faces.	left	8b5cfb1494d35b884ddf9a618f4caf27	0.59
At least seventy men painted any faces.	More than five stories took any lives.	left	8b5cfb1494d35b884ddf9a618f4caf27	0.59
At least five men lost any mothers.	At least seventy doors opened any ways.	left	8b5cfb1494d35b884ddf9a618f4caf27	0.59
At least five men threw any books.	More than seventy families built any communities.	left	8b5cfb1494d35b884ddf9a618f4caf27	0.59
At least seventy towns lost any men.	More than five records told any stories.	left	8b5cfb1494d35b884ddf9a618f4caf27	0.59
At least five rocks told any stories.	More than five men struck any girls.	right	8b5cfb1494d35b884ddf9a618f4caf27	0.59
At least five members created any names.	More than five families owned any homes.	left	8b5cfb1494d35b884ddf9a618f4caf27	0.59
More than five positions scored any points.	More than seventy men attacked any universities.	right	8b5cfb1494d35b884ddf9a618f4caf27	0.59
At least five countries lost any men.	At least seventy doors opened any ways.	left	e850e3ccdbeba6d60bc3428d16b1bf56	0.95
At least five men threw any books.	More than five teams scored any points.	right	e850e3ccdbeba6d60bc3428d16b1bf56	0.95
At least seventy girls killed any women.	More than seventy men lost any families.	right	e850e3ccdbeba6d60bc3428d16b1bf56	0.95
At least five players purchased any games.	More than seventy men shook any hands.	right	e850e3ccdbeba6d60bc3428d16b1bf56	0.95
At least five girls killed any women.	At least seventy men attacked any universities.	left	e850e3ccdbeba6d60bc3428d16b1bf56	0.95
At least five men threw any rocks.	More than five girls shook any hands.	right	e850e3ccdbeba6d60bc3428d16b1bf56	0.95
At least five members created any communities.	More than seventy men raised any girls.	right	e850e3ccdbeba6d60bc3428d16b1bf56	0.95
At least five members lost any eyes.	More than five men opened any doors.	right	e850e3ccdbeba6d60bc3428d16b1bf56	0.95
At least seventy members opened any doors.	More than five players created any worlds.	left	e850e3ccdbeba6d60bc3428d16b1bf56	0.95
More than five men lost any hands.	More than seventy men launched any fires.	right	e850e3ccdbeba6d60bc3428d16b1bf56	0.95
At least seventy players purchased any games.	More than seventy communities created any games.	right	e850e3ccdbeba6d60bc3428d16b1bf56	0.95
At least five positions scored any points.	More than seventy men attacked any universities.	left	e850e3ccdbeba6d60bc3428d16b1bf56	0.95
At least five men raised any girls.	More than seventy countries lost any men.	left	e850e3ccdbeba6d60bc3428d16b1bf56	0.95
At least seventy records told any stories.	More than seventy men threw any girls.	left	e850e3ccdbeba6d60bc3428d16b1bf56	0.95
More than five teams told any stories.	More than seventy doors opened any ways.	right	e850e3ccdbeba6d60bc3428d16b1bf56	0.95
At least five men created any countries.	More than five men changed any worlds.	left	e850e3ccdbeba6d60bc3428d16b1bf56	0.95
At least seventy men created any countries.	More than five students took any classes.	right	05a2543177f14a614ebf8a8141624154	0.91
At least five towns lost any men.	More than five members created any communities.	right	05a2543177f14a614ebf8a8141624154	0.91
At least seventy men lost any families.	More than five men attacked any universities.	left	05a2543177f14a614ebf8a8141624154	0.91
At least five girls killed any women.	More than five men threw any books.	left	05a2543177f14a614ebf8a8141624154	0.91
More than five men killed any girls.	More than seventy teams told any stories.	right	05a2543177f14a614ebf8a8141624154	0.91
At least five girls shook any hands.	At least seventy members created any names.	right	05a2543177f14a614ebf8a8141624154	0.91
At least five men painted any faces.	More than seventy stories took any lives.	left	05a2543177f14a614ebf8a8141624154	0.91
At least five men picked any girls.	More than seventy girls killed any women.	left	05a2543177f14a614ebf8a8141624154	0.91
At least five families built any communities.	More than seventy players purchased any games.	right	05a2543177f14a614ebf8a8141624154	0.91
At least seventy men launched any fires.	More than five men painted any faces.	right	05a2543177f14a614ebf8a8141624154	0.91
At least five players purchased any games.	At least seventy fires destroyed any schools.	left	05a2543177f14a614ebf8a8141624154	0.91
At least seventy teams took any lives.	More than five men changed any worlds.	right	05a2543177f14a614ebf8a8141624154	0.91
At least five positions scored any points.	More than five records told any stories.	right	05a2543177f14a614ebf8a8141624154	0.91
At least five wives killed any men.	More than five men changed any worlds.	right	05a2543177f14a614ebf8a8141624154	0.91
At least seventy members created any communities.	More than five men shook any hands.	left	05a2543177f14a614ebf8a8141624154	0.91
At least seventy women drew any lines.	More than five teams scored any points.	left	05a2543177f14a614ebf8a8141624154	0.91
At least seventy members bought any books.	More than seventy fires destroyed any churches.	left	a357de17755254e6a3ce23da12669e71	0.82
More than five men shook any hands.	More than seventy men bought any rocks.	left	a357de17755254e6a3ce23da12669e71	0.82
At least seventy men threw any girls.	More than seventy doors opened any ways.	left	a357de17755254e6a3ce23da12669e71	0.82
At least seventy men lost any families.	More than seventy members created any communities.	left	a357de17755254e6a3ce23da12669e71	0.82
At least seventy players created any worlds.	More than seventy men picked any girls.	left	a357de17755254e6a3ce23da12669e71	0.82
More than five men threw any books.	More than seventy stories took any lives.	left	a357de17755254e6a3ce23da12669e71	0.82
At least five players scored any points.	At least seventy men launched any fires.	left	a357de17755254e6a3ce23da12669e71	0.82
At least five members lost any eyes.	More than five teams took any lives.	left	a357de17755254e6a3ce23da12669e71	0.82
At least seventy players picked any games.	More than seventy members created any names.	right	a357de17755254e6a3ce23da12669e71	0.82
At least five men threw any books.	More than seventy men killed any girls.	left	a357de17755254e6a3ce23da12669e71	0.82
At least five teams scored any points.	More than five teams scored any points.	left	a357de17755254e6a3ce23da12669e71	0.82
At least five fires destroyed any churches.	More than five communities created any games.	left	a357de17755254e6a3ce23da12669e71	0.82
At least seventy men changed any worlds.	More than five positions scored any points.	left	a357de17755254e6a3ce23da12669e71	0.82
At least five men lost any mothers.	More than five men raised any girls.	left	a357de17755254e6a3ce23da12669e71	0.82
At least five fires destroyed any schools.	More than five mothers lost any lives.	left	a357de17755254e6a3ce23da12669e71	0.82
More than five towns lost any men.	More than seventy men raised any girls.	left	a357de17755254e6a3ce23da12669e71	0.82
At least five women drew any lines.	More than five teams took any lives.	left	38aa7db2f92af19dd6418f4bd9314c6b	0.91
At least five men threw any books.	At least seventy members opened any doors.	right	38aa7db2f92af19dd6418f4bd9314c6b	0.91
At least five men painted any faces.	More than five families built any communities.	right	38aa7db2f92af19dd6418f4bd9314c6b	0.91
At least seventy members created any communities.	More than seventy players picked any games.	left	38aa7db2f92af19dd6418f4bd9314c6b	0.91
At least five players purchased any games.	More than seventy men raised any girls.	left	38aa7db2f92af19dd6418f4bd9314c6b	0.91
At least seventy players scored any points.	More than five men attacked any universities.	left	38aa7db2f92af19dd6418f4bd9314c6b	0.91
At least five men grabbed any books.	More than seventy men picked any girls.	right	38aa7db2f92af19dd6418f4bd9314c6b	0.91
At least five fires destroyed any churches.	At least seventy teams scored any points.	right	38aa7db2f92af19dd6418f4bd9314c6b	0.91
At least five countries lost any men.	At least seventy members created any communities.	right	38aa7db2f92af19dd6418f4bd9314c6b	0.91
At least seventy wives killed any men.	More than seventy families built any communities.	right	38aa7db2f92af19dd6418f4bd9314c6b	0.91
At least five stories took any lives.	More than five men struck any girls.	left	38aa7db2f92af19dd6418f4bd9314c6b	0.91
At least five men raised any girls.	More than five men opened any doors.	right	38aa7db2f92af19dd6418f4bd9314c6b	0.91
At least five women drew any lines.	More than five players created any worlds.	left	38aa7db2f92af19dd6418f4bd9314c6b	0.91
More than five men created any countries.	More than seventy communities created any games.	right	38aa7db2f92af19dd6418f4bd9314c6b	0.91
More than five men bought any rocks.	More than seventy players scored any points.	right	38aa7db2f92af19dd6418f4bd9314c6b	0.91
At least seventy men threw any rocks.	More than seventy members created any names.	right	38aa7db2f92af19dd6418f4bd9314c6b	0.91
At least seventy towns lost any men.	More than seventy men lost any hands.	left	092f0bed06d785818b78745e89505277	0.95
More than five fires destroyed any schools.	More than seventy rocks told any stories.	left	092f0bed06d785818b78745e89505277	0.95
At least seventy women drew any lines.	More than seventy mothers lost any lives.	left	092f0bed06d785818b78745e89505277	0.95
At least five men threw any girls.	More than seventy countries lost any men.	right	092f0bed06d785818b78745e89505277	0.95
At least seventy mothers lost any lives.	More than seventy men painted any faces.	right	092f0bed06d785818b78745e89505277	0.95
At least seventy players scored any points.	More than five students took any classes.	right	092f0bed06d785818b78745e89505277	0.95
At least five men lost any mothers.	More than five teams scored any points.	right	092f0bed06d785818b78745e89505277	0.95
At least five men changed any worlds.	More than seventy men painted any faces.	right	092f0bed06d785818b78745e89505277	0.95
At least seventy members created any names.	More than five girls shook any hands.	left	092f0bed06d785818b78745e89505277	0.95
At least five men lost any families.	More than seventy wives killed any men.	right	092f0bed06d785818b78745e89505277	0.95
At least seventy fires destroyed any schools.	More than five girls shook any hands.	right	092f0bed06d785818b78745e89505277	0.95
At least five towns lost any men.	At least seventy men grabbed any books.	right	092f0bed06d785818b78745e89505277	0.95
At least seventy girls shook any hands.	More than five men painted any faces.	left	092f0bed06d785818b78745e89505277	0.95
More than five members bought any books.	More than seventy wives killed any men.	left	092f0bed06d785818b78745e89505277	0.95
At least seventy records told any stories.	More than five women drew any lines.	right	092f0bed06d785818b78745e89505277	0.95
At least five teams told any stories.	More than seventy positions scored any points.	left	092f0bed06d785818b78745e89505277	0.95
At least seventy mothers lost any lives.	More than seventy teams took any lives.	right	f0f7e805ab4156a7e71248f5ed1e38ee	1.0
At least seventy men threw any rocks.	More than five members opened any doors.	right	f0f7e805ab4156a7e71248f5ed1e38ee	1.0
At least five doors opened any ways.	More than five men raised any girls.	right	f0f7e805ab4156a7e71248f5ed1e38ee	1.0
More than five men opened any doors.	More than seventy families built any communities.	left	f0f7e805ab4156a7e71248f5ed1e38ee	1.0
At least seventy men lost any hands.	More than five girls shook any hands.	right	f0f7e805ab4156a7e71248f5ed1e38ee	1.0
At least five men threw any books.	At least seventy positions scored any points.	left	f0f7e805ab4156a7e71248f5ed1e38ee	1.0
At least five men created any countries.	More than five players purchased any games.	right	f0f7e805ab4156a7e71248f5ed1e38ee	1.0
At least seventy fires destroyed any churches.	More than five families owned any homes.	right	f0f7e805ab4156a7e71248f5ed1e38ee	1.0
At least five men painted any faces.	At least seventy men shook any hands.	left	f0f7e805ab4156a7e71248f5ed1e38ee	1.0
At least seventy men launched any fires.	More than seventy girls shook any hands.	right	f0f7e805ab4156a7e71248f5ed1e38ee	1.0
More than five men launched any fires.	More than seventy stories took any lives.	left	f0f7e805ab4156a7e71248f5ed1e38ee	1.0
More than five players scored any points.	More than seventy girls killed any women.	left	f0f7e805ab4156a7e71248f5ed1e38ee	1.0
At least five towns lost any men.	More than seventy men lost any hands.	left	f0f7e805ab4156a7e71248f5ed1e38ee	1.0
At least seventy towns lost any men.	More than five men threw any girls.	left	f0f7e805ab4156a7e71248f5ed1e38ee	1.0
At least seventy men attacked any universities.	More than seventy fires destroyed any schools.	right	f0f7e805ab4156a7e71248f5ed1e38ee	1.0
At least seventy men launched any fires.	More than five girls shook any hands.	right	f0f7e805ab4156a7e71248f5ed1e38ee	1.0
At least seventy doors opened any ways.	More than seventy doors opened any ways.	left	1cc52d927c7408d0495521173bc7fd86	0.68
At least five teams scored any points.	At least seventy men picked any girls.	right	1cc52d927c7408d0495521173bc7fd86	0.68
At least five families owned any homes.	More than seventy stories took any lives.	left	1cc52d927c7408d0495521173bc7fd86	0.68
At least seventy men painted any faces.	More than five men raised any girls.	left	1cc52d927c7408d0495521173bc7fd86	0.68
At least five players created any worlds.	At least seventy fires destroyed any churches.	right	1cc52d927c7408d0495521173bc7fd86	0.68
More than five men raised any girls.	More than seventy teams took any lives.	left	1cc52d927c7408d0495521173bc7fd86	0.68
At least seventy families built any communities.	More than five players purchased any games.	right	1cc52d927c7408d0495521173bc7fd86	0.68
At least seventy women drew any lines.	More than seventy stories took any lives.	left	1cc52d927c7408d0495521173bc7fd86	0.68
At least five men threw any rocks.	More than five students took any classes.	right	1cc52d927c7408d0495521173bc7fd86	0.68
At least seventy members created any communities.	More than five men changed any worlds.	left	1cc52d927c7408d0495521173bc7fd86	0.68
At least five stories took any lives.	More than seventy members created any communities.	right	1cc52d927c7408d0495521173bc7fd86	0.68
More than five teams took any lives.	More than seventy teams took any lives.	right	1cc52d927c7408d0495521173bc7fd86	0.68
At least seventy members opened any doors.	More than seventy teams told any stories.	left	1cc52d927c7408d0495521173bc7fd86	0.68
At least seventy members created any communities.	More than seventy women drew any lines.	left	1cc52d927c7408d0495521173bc7fd86	0.68
At least seventy wives killed any men.	More than seventy players purchased any games.	left	1cc52d927c7408d0495521173bc7fd86	0.68
At least five members created any communities.	At least seventy members bought any books.	left	1cc52d927c7408d0495521173bc7fd86	0.68
At least five men shook any hands.	More than five men threw any rocks.	left	11bfb471cc89d5a3ea814b648201ba7f	1.0
At least five men grabbed any books.	At least seventy fires destroyed any schools.	left	11bfb471cc89d5a3ea814b648201ba7f	1.0
At least seventy rocks told any stories.	More than five fires destroyed any schools.	right	11bfb471cc89d5a3ea814b648201ba7f	1.0
At least five girls shook any hands.	More than seventy fires destroyed any schools.	left	11bfb471cc89d5a3ea814b648201ba7f	1.0
More than five men lost any hands.	More than seventy men grabbed any books.	right	11bfb471cc89d5a3ea814b648201ba7f	1.0
More than five families built any communities.	More than seventy fires destroyed any churches.	left	11bfb471cc89d5a3ea814b648201ba7f	1.0
At least five players created any worlds.	More than five fires destroyed any churches.	right	11bfb471cc89d5a3ea814b648201ba7f	1.0
At least five towns lost any men.	At least seventy towns lost any men.	left	11bfb471cc89d5a3ea814b648201ba7f	1.0
At least seventy rocks told any stories.	More than seventy communities created any games.	right	11bfb471cc89d5a3ea814b648201ba7f	1.0
At least five men changed any worlds.	More than five rocks told any stories.	right	11bfb471cc89d5a3ea814b648201ba7f	1.0
At least seventy wives killed any men.	More than five men lost any mothers.	left	11bfb471cc89d5a3ea814b648201ba7f	1.0
At least seventy communities created any games.	More than seventy members created any names.	left	11bfb471cc89d5a3ea814b648201ba7f	1.0
At least seventy records told any stories.	More than five players purchased any games.	left	11bfb471cc89d5a3ea814b648201ba7f	1.0
At least seventy men lost any families.	More than five players scored any points.	right	11bfb471cc89d5a3ea814b648201ba7f	1.0
At least seventy men destroyed any cities.	More than five fires destroyed any churches.	left	11bfb471cc89d5a3ea814b648201ba7f	1.0
More than five towns lost any men.	More than seventy teams scored any points.	right	11bfb471cc89d5a3ea814b648201ba7f	1.0
At least five men created any countries.	At least seventy men painted any faces.	left	96644079e46212cf5c2b1d2fb84b3cbf	0.95
More than five men painted any faces.	More than seventy men bought any rocks.	right	96644079e46212cf5c2b1d2fb84b3cbf	0.95
At least five men changed any worlds.	More than five members created any communities.	left	96644079e46212cf5c2b1d2fb84b3cbf	0.95
At least seventy girls killed any women.	More than seventy mothers lost any lives.	left	96644079e46212cf5c2b1d2fb84b3cbf	0.95
At least seventy men created any countries.	More than five men killed any girls.	right	96644079e46212cf5c2b1d2fb84b3cbf	0.95
At least seventy men grabbed any books.	More than seventy positions scored any points.	right	96644079e46212cf5c2b1d2fb84b3cbf	0.95
At least seventy players created any worlds.	More than five women drew any lines.	right	96644079e46212cf5c2b1d2fb84b3cbf	0.95
At least seventy communities created any games.	More than five teams told any stories.	left	96644079e46212cf5c2b1d2fb84b3cbf	0.95
At least seventy men opened any doors.	More than seventy mothers lost any lives.	left	96644079e46212cf5c2b1d2fb84b3cbf	0.95
At least seventy men changed any worlds.	More than seventy fires destroyed any schools.	left	96644079e46212cf5c2b1d2fb84b3cbf	0.95
At least five mothers lost any lives.	More than seventy men launched any fires.	right	96644079e46212cf5c2b1d2fb84b3cbf	0.95
At least seventy men bought any rocks.	More than five families owned any homes.	right	96644079e46212cf5c2b1d2fb84b3cbf	0.95
At least seventy rocks told any stories.	More than seventy fires destroyed any churches.	right	96644079e46212cf5c2b1d2fb84b3cbf	0.95
At least seventy men threw any girls.	More than seventy players picked any games.	right	96644079e46212cf5c2b1d2fb84b3cbf	0.95
At least five men raised any girls.	More than seventy men painted any faces.	left	96644079e46212cf5c2b1d2fb84b3cbf	0.95
At least five men launched any fires.	More than seventy players scored any points.	right	96644079e46212cf5c2b1d2fb84b3cbf	0.95
At least five towns lost any men.	More than seventy wives killed any men.	right	f63b0f1904027ddafae4f75e3e555193	0.77
At least five men picked any girls.	More than seventy women drew any lines.	right	f63b0f1904027ddafae4f75e3e555193	0.77
At least seventy men killed any girls.	More than five communities created any games.	left	f63b0f1904027ddafae4f75e3e555193	0.77
More than five stories took any lives.	More than seventy towns lost any men.	right	f63b0f1904027ddafae4f75e3e555193	0.77
More than five countries lost any men.	More than seventy men lost any hands.	right	f63b0f1904027ddafae4f75e3e555193	0.77
More than five players created any worlds.	More than seventy students took any classes.	right	f63b0f1904027ddafae4f75e3e555193	0.77
More than five mothers lost any lives.	More than seventy mothers lost any lives.	right	f63b0f1904027ddafae4f75e3e555193	0.77
At least seventy players created any worlds.	More than five girls killed any women.	right	f63b0f1904027ddafae4f75e3e555193	0.77
At least seventy records told any stories.	More than five men painted any faces.	right	f63b0f1904027ddafae4f75e3e555193	0.77
At least seventy positions scored any points.	More than five men shook any hands.	left	f63b0f1904027ddafae4f75e3e555193	0.77
At least seventy members created any names.	More than seventy families owned any homes.	right	f63b0f1904027ddafae4f75e3e555193	0.77
At least five girls shook any hands.	At least seventy men changed any worlds.	left	f63b0f1904027ddafae4f75e3e555193	0.77
At least seventy men threw any girls.	More than seventy countries lost any men.	left	f63b0f1904027ddafae4f75e3e555193	0.77
At least five members opened any doors.	At least seventy members created any communities.	left	f63b0f1904027ddafae4f75e3e555193	0.77
