It doesn't seem we have any problems at the moment.	It seems we have any problems at the moment.
Of course, that won't stop any weevils that have already departed.	Of course, that will stop any weevils that have already departed.
There aren't any lions in England, Lenina almost snapped.	There are any lions in England, Lenina almost snapped.
But as she hasn't got any serious work …	But as she has got any serious work …
But there aren't any wars nowadays.	But there are any wars nowadays.
That means that we don't have any captains of industry or omnipotent financiers.	That means that we have any captains of industry or omnipotent financiers.
Maggie had been exposed but didn't show any signs of the virus.	Maggie had been exposed but showed any signs of the virus.
Patrick noticed she didn't have any shoes on.	Patrick noticed she had any shoes on.
There weren't any as far as he knew.	There were any as far as he knew.
And the building didn't have any windows that looked out over the parking lot.	And the building had any windows that looked out over the parking lot.
He wasn't going to take any chances this time.	He was going to take any chances this time.
And she didn't have any pockets on her skintight dress, but I did find something very interesting inside that purse.	And she had any pockets on her skintight dress, but I did find something very interesting inside that purse.
I didn't prescribe any sedatives for the dogs they looked okay to me.	I prescribed any sedatives for the dogs they looked okay to me.
True, we haven't crossed any ravines during the time that Peabody could have disappeared.	True, we have crossed any ravines during the time that Peabody could have disappeared.
Didn't know they had any distilleries up there.	Did know they had any distilleries up there.
He didn't have to add any cautions about gentleness.	He had to add any cautions about gentleness.
I wasn't carrying out any autopsies that night.	I was carrying out any autopsies that night.
That's why we didn't ask any questions that night.	That's why we asked any questions that night.
‘You don't have any flags up.	‘You have any flags up.
Leastways, he didn't show any signs of it until lately.	Leastways, he showed any signs of it until lately.
We don't have any fish-sellers coming here.	We have any fish-sellers coming here.
There aren't any photographs hanging on my wall.	There are any photographs hanging on my wall.
Unlike Lin I don't have any illusions about Mao.	Unlike Lin I have any illusions about Mao.
I hadn't opened any doors since becoming an empress.	I had opened any doors since becoming an empress.
We won't have any costumes or props until the final recital.	We will have any costumes or props until the final recital.
I won't give any guarantees for a high-risk source.	I will give any guarantees for a high-risk source.
He had moved from the floor to the bed and lain down on the thin mattress that didn't have any sheets or covers.	He had moved from the floor to the bed and lain down on the thin mattress that had any sheets or covers.
I haven't sensed any thoughts but beasts' since the river either.	I have sensed any thoughts but beasts' since the river either.
Just don't make any moves that might startle him.	Just make any moves that might startle him.
We didn't see any signs of habitation in this valley, and we plan to be as discreet as you would, in our place.	We saw any signs of habitation in this valley, and we plan to be as discreet as you would, in our place.
We haven't seen any signs of this so-called mustering of troops you've been ranting about.	We have seen any signs of this so-called mustering of troops you've been ranting about.
And, Tas, we didn't sight any signs of civilization when we came in either.	And, Tas, we sighted any signs of civilization when we came in either.
Otherwise there won't be any seats left.	Otherwise there will be any seats left.
She'd agreed to everything and I knew she hadn't been hurt in any serious way.	She'd agreed to everything and I knew she had been hurt in any serious way.
I don't have any friends like that.	I have any friends like that.
I didn't see any cops patrolling either.	I saw any cops patrolling either.
But I didn't see any cracks in the wall.	But I saw any cracks in the wall.
I knew I wouldn't find any answers in that house.	I knew I would find any answers in that house.
She won't be any trouble…she's real smart and all.	She will be any trouble…she's real smart and all.
Make sure there aren't any pictures left.	Make sure there are any pictures left.
He kept looking around attentively but didn't spot any snoops following him.	He kept looking around attentively but spotted any snoops following him.
There aren't any lakes around here.	There are any lakes around here.
She didn't put any panties on, either.	She put any panties on, either.
Sonny didn't have any panties on.	Sonny had any panties on.
And don't miss any books in the series that started it all.	And miss any books in the series that started it all.
But he didn't want to cause any rifts in the girl's metaphysical mindscape by getting into a theological debate.	But he wanted to cause any rifts in the girl's metaphysical mindscape by getting into a theological debate.
«It could be that the papers didn't get any pictures of us before they went to press.	«It could be that the papers got any pictures of us before they went to press.
I hadn't seen any weapons apart from the box-cutter.	I had seen any weapons apart from the box-cutter.
The sink was empty, and there weren't any pictures on the fridge, or happy snaps on the walls.	The sink was empty, and there were any pictures on the fridge, or happy snaps on the walls.
All the returns were in date order, but there weren't any receipts or invoices.	All the returns were in date order, but there were any receipts or invoices.
I wasn't going to have any problems with a signal up here.	I was going to have any problems with a signal up here.
The sink was empty, and there weren't any pictures on the fridge, or happy snaps on the yellow flowery walls.	The sink was empty, and there were any pictures on the fridge, or happy snaps on the yellow flowery walls.
I didn't see any tourists haggling with the owners.	I saw any tourists haggling with the owners.
I shuffled backwards, making sure the cable didn't have any kinks to interrupt the current.	I shuffled backwards, making sure the cable had any kinks to interrupt the current.
No one was sure how it was going to work, because there weren't any comms between us and the helis.	No one was sure how it was going to work, because there were any comms between us and the helis.
We didn't have any fluids to get into him.	We had any fluids to get into him.
I thought you said you don't have any friends here.	I thought you said you have any friends here.
The boss said: 'There aren't any winches on the Chinooks.	The boss said: 'There are any winches on the Chinooks.
The only negative so far was that there weren't any hotels at the airport.	The only negative so far was that there were any hotels at the airport.
I don't know any boys that I really like, and I kind of enjoy sex a lot.	I know any boys that I really like, and I kind of enjoy sex a lot.
I don't think he had any plans at that stage for a permanent relationship.	I think he had any plans at that stage for a permanent relationship.
Sally didn't seem to have any friends at all.	Sally seemed to have any friends at all.
We won't have any details from the post mortem until tomorrow.	We will have any details from the post mortem until tomorrow.
Besides, I hadn't heard any doors open or close.	Besides, I had heard any doors open or close.
There aren't any tears left.	There are any tears left.
Stacey doesn't have any brothers or sisters or pets.	Stacey has any brothers or sisters or pets.
So far I hadn't taken any notes on Mr. Zorzi's lecture.	So far I had taken any notes on Mr. Zorzi's lecture.
There aren't any cats here.	There are any cats here.
But Carolyn didn't make any notes along the way.	But Carolyn made any notes along the way.
I haven't heard any reports of ancient coins being used to buy Gummi worms at the candy store, said Stacey.	I have heard any reports of ancient coins being used to buy Gummi worms at the candy store, said Stacey.
You wouldn't want to pull any tricks like bringing a rubber tarantula to tease people with.	You would want to pull any tricks like bringing a rubber tarantula to tease people with.
And there aren't any slices on the floor.	And there are any slices on the floor.
But Ashley doesn't seem to want any friends except Claud.	But Ashley seems to want any friends except Claud.
He doesn't know whether any adults are home.	He knows whether any adults are home.
I felt like I just didn't have any tears in me, but that I owed it to Mimi to cry, so I thought	I felt like I just had any tears in me, but that I owed it to Mimi to cry, so I thought
she doesn't have any friends here in Stoney-brook.	she has any friends here in Stoney-brook.
"Becca sang out, ""Rudolph the Red-Nosed Reindeer, wasn't wearing any clothes ."	"Becca sang out, ""Rudolph the Red-Nosed Reindeer, was wearing any clothes ."
Until today, David Michael didn't have any awards or trophies, so this was a big deal for him.)	Until today, David Michael had any awards or trophies, so this was a big deal for him.)
But I don't have any pajamas with me!	But I have any pajamas with me!
Well, at least there aren't any dishes to wash!	Well, at least there are any dishes to wash!
There aren't any biographies or true stories on this list.	There are any biographies or true stories on this list.
I don't see any noodles here, I said.	I see any noodles here, I said.
And I haven't made any friends here in Watson's neighborhood.	And I have made any friends here in Watson's neighborhood.
My dad is a lawyer and he works long hours, I don't have any brothers or sisters, and my mother died when I was little.	My dad is a lawyer and he works long hours, I have any brothers or sisters, and my mother died when I was little.
After all, I don't want any ghosts around here, either.	After all, I want any ghosts around here, either.
I didn't see any frames that were dull silver like Ms. Elison's.	I saw any frames that were dull silver like Ms. Elison's.
There weren't any pictures of her around the house.	There were any pictures of her around the house.
Naturally Carol hadn't brought any toys for the kids.	Naturally Carol had brought any toys for the kids.
Robert hadn't mentioned any plans to me.	Robert had mentioned any plans to me.
He gives his social studies homework to a guy on our team — I won't mention any names — and the guy just copies it.	He gives his social studies homework to a guy on our team — I will mention any names — and the guy just copies it.
She didn't see any flames or smoke, and she wondered if there really was a fire.	She saw any flames or smoke, and she wondered if there really was a fire.
I was confused and unhappy and sick, and I didn't have any friends left, thanks toLaine .	I was confused and unhappy and sick, and I had any friends left, thanks toLaine .
I really didn't want any lights on, I guess.	I really wanted any lights on, I guess.
Apparently Lucivar didn't have any inhibitions about standing stark naked in front of a group of young men and women.	Apparently Lucivar had any inhibitions about standing stark naked in front of a group of young men and women.
There aren't any males in Glacia who wear a Jewel darker than the Green.	There are any males in Glacia who wear a Jewel darker than the Green.
He wasn't winning any friends or influencing people within the Homicide Unit.	He was winning any friends or influencing people within the Homicide Unit.
He hadn't had any attacks in a long time.	He had had any attacks in a long time.
Or there won't be any dragonriders left to fight Thread.	Or there will be any dragonriders left to fight Thread.
Provided, of course, that there aren't any curses attached to our findings!	Provided, of course, that there are any curses attached to our findings!
So they hadn't put any restrictions on her viewing privileges!	So they had put any restrictions on her viewing privileges!
That didn't earn him any points either, although it was better than Chria's leather.	That earned him any points either, although it was better than Chria's leather.
There haven't been any thieves in that area, and it is heavily patrolled.	There have been any thieves in that area, and it is heavily patrolled.
There aren't any dragons about, except Ruth.	There are any dragons about, except Ruth.
I hope you don't have any ideas of that sort.	I hope you have any ideas of that sort.
It doesn't give any clues at all as to why it is she hates me, or who she really is, beyond the obvious.”	It gives any clues at all as to why it is she hates me, or who she really is, beyond the obvious.”
He didn't break any bones in the fall.	He broke any bones in the fall.
There aren't any butlers in	There are any butlers in
There won't be any secrets left in the entire neighborhood.	There will be any secrets left in the entire neighborhood.
But we don't have any leads right now, Justine.	But we have any leads right now, Justine.
For example, she didn't get any gifts from the poet except poetry.	For example, she got any gifts from the poet except poetry.
He doesn't hold any grudges against her at all.	He holds any grudges against her at all.
I wasn't wearing any stockings myself, or for that matter, panties.	I was wearing any stockings myself, or for that matter, panties.
She didn't have any drawers on.	She had any drawers on.
I hope that we won't have any problems on that score.	I hope that we will have any problems on that score.
I hope you haven't told any lies on it,” he laughed.	I hope you have told any lies on it,” he laughed.
That's why I don't have any maps of this area in the case.	That's why I have any maps of this area in the case.
And since I didn't see any goggles or shades-I assumed his eyes were cyber-enhanced as well.	And since I saw any goggles or shades-I assumed his eyes were cyber-enhanced as well.
He didn't have any weapons on him, unless they were hiding under the towel he'd tied around his waist.	He had any weapons on him, unless they were hiding under the towel he'd tied around his waist.
There weren't any snakes at the mouth of the alley.	There were any snakes at the mouth of the alley.
There weren't any barrels here to save my unworthy life.	There were any barrels here to save my unworthy life.
He hadn't felt any cramps in weeks.	He had felt any cramps in weeks.
He still had plenty of questions, plenty of doubts, but he wouldn't get any answers by running back home.	He still had plenty of questions, plenty of doubts, but he would get any answers by running back home.
His head pounded, but he didn't seem to have any wounds on him.	His head pounded, but he seemed to have any wounds on him.
I don't see any posters of women hanging on it.	I see any posters of women hanging on it.
I don't see any temples around.	I see any temples around.
He didn't turn on any lights at first.	He turned on any lights at first.
Besides, there haven't been any fairies in Galice in hundreds of years.”	Besides, there have been any fairies in Galice in hundreds of years.”
Widdershins didn't hear any bells chime, but a moment later the door slid open and Remy Privott entered the chamber.	Widdershins heard any bells chime, but a moment later the door slid open and Remy Privott entered the chamber.
And there aren't any leather-goods shops open at this time of night, Mellorin added.	And there are any leather-goods shops open at this time of night, Mellorin added.
So why don't we postpone any serious discussions.	So why we postpone any serious discussions.
We didn't see any cars along the road or in my driveway.	We saw any cars along the road or in my driveway.
And I haven't uncovered any murderers this year, either.	And I have uncovered any murderers this year, either.
The analysis won't give any answers to that.	The analysis will give any answers to that.
We haven't uncovered any clues as to how the body ended up being buried.	We have uncovered any clues as to how the body ended up being buried.
I didn't bring any pajamas with me.	I brought any pajamas with me.
We don't want any loiterers about here, said he.	We want any loiterers about here, said he.
He don't make any bones about it at all.	He make any bones about it at all.
I don't make any pretensions as to the value of my gift, but they're yours for whatever they're worth.”	I make any pretensions as to the value of my gift, but they're yours for whatever they're worth.”
He won't make any discoveries with that equipment, but it's a pleasant pastime.	He will make any discoveries with that equipment, but it's a pleasant pastime.
I don't have any candles to spare.	I have any candles to spare.
Dark trees lined the road on both sides, and there didn't seem to be any signs of civilization.	Dark trees lined the road on both sides, and there seemed to be any signs of civilization.
I haven't heard any complaints from my customers.	I have heard any complaints from my customers.
I haven't given you any grounds to insult me.	I have given you any grounds to insult me.
There aren't any cars coming.	There are any cars coming.
There aren't any thank-you's in situations of this kind.	There are any thank-you's in situations of this kind.
We don't dare take any chances on .	We dare take any chances on .
We don't want any news of it to leak out.	We want any news of it to leak out.
You keep pressing us for answers, when we haven't any answers to give.	You keep pressing us for answers, when we have any answers to give.
I didn't know any architects at all.	I knew any architects at all.
Since we both understand and there aren't any questions to be asked between us.	Since we both understand and there are any questions to be asked between us.
We won't discuss any details tonight.	We will discuss any details tonight.
Durrani's lips were moving, but he wasn't gelling any words out.	Durrani's lips were moving, but he was gelling any words out.
There aren't any words for this.	There are any words for this.
The dog didn't seem to have any serious injuries, just a few small gashes on his shoulders and sides.	The dog seemed to have any serious injuries, just a few small gashes on his shoulders and sides.
I don't have any clothes or shoes, just this nightdress.	I have any clothes or shoes, just this nightdress.
He wasn't keeping any secrets from her.	He was keeping any secrets from her.
"Well, if they could hold him as their prisoner, Gil snapped, ""they sure as hell won't have any problems killing you ."	"Well, if they could hold him as their prisoner, Gil snapped, ""they sure as hell will have any problems killing you ."
He turned his face to the shadows of the wall, but Rudy wasn't going to take any bets on whether he would sleep or not.	He turned his face to the shadows of the wall, but Rudy was going to take any bets on whether he would sleep or not.
But there are formalities to be observed, and he didn't have any relatives in town, so…	But there are formalities to be observed, and he had any relatives in town, so…
And don't give Trixy any tidbits from the table.	And give Trixy any tidbits from the table.
But at least he doesn't make any bones about it.	But at least he makes any bones about it.
He hoped that the others hadn't had any difficulties in making the crossing.	He hoped that the others had had any difficulties in making the crossing.
You're… you're showing… you don't have any panties on.	You're… you're showing… you have any panties on.
Based on past experience, I didn't have any illusions about being able to hide long-term from him.	Based on past experience, I had any illusions about being able to hide long-term from him.
I didn't have any teachers by that name.	I had any teachers by that name.
Too bad I don't know any humans on the brink of death.	Too bad I know any humans on the brink of death.
We don't need any complications now	We need any complications now
From everything I can tell, they don't have any plans at all.	From everything I can tell, they have any plans at all.
You don't have any brothers or sisters.	You have any brothers or sisters.
I mean, shit, the guy doesn't have any arms or legs and he's inching along on his belly in the middle of the woods--	I mean, shit, the guy has any arms or legs and he's inching along on his belly in the middle of the woods--
They've had to pay twice now, and she wants to make sure there aren't any surprises coming up in the immediate future.	They've had to pay twice now, and she wants to make sure there are any surprises coming up in the immediate future.
And I didn't see any news cameras there.	And I saw any news cameras there.
He didn't ask any questions while she spoke, but the look on his face said it all.	He asked any questions while she spoke, but the look on his face said it all.
In fact, I haven't heard any stories about our apartment at all.	In fact, I have heard any stories about our apartment at all.
And I damn sure won't take any orders from a two-bit monarch with a tabloid—	And I damn sure will take any orders from a two-bit monarch with a tabloid—
We haven't gotten any bills at all.	We have gotten any bills at all.
Besides, I don't think I had any students who hated me this time.	Besides, I think I had any students who hated me this time.
"He realized that he hadn't done any serious grocery shopping since his dad had.."" died."	"He realized that he had done any serious grocery shopping since his dad had.."" died."
That was why he didn't want any cops or detecti poking their noses into this.	That was why he wanted any cops or detecti poking their noses into this.
There don't seem to be any hotels around here.	There seem to be any hotels around here.
I haven't seen any rebels this morning, the preacher said, and he told how he had spent the night at Galloway's farm.	I have seen any rebels this morning, the preacher said, and he told how he had spent the night at Galloway's farm.
We weren't expecting any visitors today,' the man said in evident puzzlement.	We were expecting any visitors today,' the man said in evident puzzlement.
I won't waste any words on Bonn either.	I will waste any words on Bonn either.
I won't waste any words on the lunch in the restaurant car.	I will waste any words on the lunch in the restaurant car.
I haven't got any panties on today, and I'm totally available, Mickey.	I have got any panties on today, and I'm totally available, Mickey.
You haven't given me any clues so I have to go with my gut.	You have given me any clues so I have to go with my gut.
I definitely don't want to miss any calls from Tom Hoffman.	I definitely want to miss any calls from Tom Hoffman.
I don't have any kids of my own.	I have any kids of my own.
Allen won't take any chances with Martha in the car with him.	Allen will take any chances with Martha in the car with him.
But he hadn't taken any precautions that night.	But he had taken any precautions that night.
I don't anticipate any problems for you, Sam said.	I anticipate any problems for you, Sam said.
I'd bet my life that our mystery man didn't leave any prints on the box or its contents.	I'd bet my life that our mystery man leaved any prints on the box or its contents.
I haven't got any plans along those lines.”	I have got any plans along those lines.”
Guess I don't have any objections to you having a look,” he said.	Guess I have any objections to you having a look,” he said.
There aren't any chairs out here, I'm afraid,” Porter said.	There are any chairs out here, I'm afraid,” Porter said.
There aren't any rats in here.	There are any rats in here.
He didn't have any enemies then.	He had any enemies then.
I don't want to hear any promises .	I want to hear any promises .
And there won't be any drugs to dull your pain!	And there will be any drugs to dull your pain!
Only this time I didn't have any jeans on.	Only this time I had any jeans on.
He sure hadn't needed any commands to free her legs.	He sure had needed any commands to free her legs.
And I don't want any secrets in this family, Bill, because I'm gonna fuck them again.	And I want any secrets in this family, Bill, because I'm gonna fuck them again.
There aren't any blips or dips.	There are any blips or dips.
We don't have any serious crime in Madison.	We have any serious crime in Madison.
We don't want any clients coming in while I'm relaxing you with a nice massage.	We want any clients coming in while I'm relaxing you with a nice massage.
I don't have any clothes on, she protested weakly.	I have any clothes on, she protested weakly.
I look real sexy when I don't have any clothes on.	I look real sexy when I have any clothes on.
I don't have any panties on and my pussy is drippin'.	I have any panties on and my pussy is drippin'.
You don't have any panties on!	You have any panties on!
She sure didn't have any objections tonight.	She sure had any objections tonight.
Long as you don't have any hang-ups about sucking, I think you'll enjoy it.	Long as you have any hang-ups about sucking, I think you'll enjoy it.
They sure hadn't had any rules out on Bourbon Street!	They sure had had any rules out on Bourbon Street!
Come on, guys, let us see how you come when there aren't any chicks around to go to a motel with you.	Come on, guys, let us see how you come when there are any chicks around to go to a motel with you.
After all, apple pie tasted best when one hadn't had any sweets for a while!	After all, apple pie tasted best when one had had any sweets for a while!
But Marge didn't show any intentions of leaving.	But Marge showed any intentions of leaving.
Besides, he hadn't sold any berries so far.	Besides, he had sold any berries so far.
Apparently, something had unsettled Telrii so much that he wasn't taking any visitors at all.	Apparently, something had unsettled Telrii so much that he was taking any visitors at all.
But his face didn't show any signs of Elantris's taint.	But his face showed any signs of Elantris's taint.
I won't soon win any awards for my fraternal affection either.	I will soon win any awards for my fraternal affection either.
My grandchildren are going to be disappointed that I don't have any scars to show them.	My grandchildren are going to be disappointed that I have any scars to show them.
Ten years ago there weren't any nobles or peasants in Arelon-just Elantrians and everyone else.	Ten years ago there were any nobles or peasants in Arelon-just Elantrians and everyone else.
The liquid must be ingested, and the victim won't display any symptoms until about eight hours afterwards.	The liquid must be ingested, and the victim will display any symptoms until about eight hours afterwards.
There weren't any rooms on the other side; she was at the very edge of the palace.	There were any rooms on the other side; she was at the very edge of the palace.
There weren't, of course, any equations describing how to create my own face-I had to figure that out on my own.	There were , of course, any equations describing how to create my own face-I had to figure that out on my own.
But when Kaladin didn't make any moves forward, he relaxed.	But when Kaladin made any moves forward, he relaxed.
Either he didn't bring any spheres into battle, or he has them hidden somewhere under that breastplate.	Either he brought any spheres into battle, or he has them hidden somewhere under that breastplate.
Jasnah hadn't made any faces at the scent.	Jasnah had made any faces at the scent.
Rock's touch was deft, and Kaladin didn't feel any nicks or cuts.	Rock's touch was deft, and Kaladin felt any nicks or cuts.
She didn't know of any books that spoke of relationships like this one.	She knew of any books that spoke of relationships like this one.
Wash the wound to make sure there aren't any slivers of wood or bits of metal left, then sew it.	Wash the wound to make sure there are any slivers of wood or bits of metal left, then sew it.
We don't answer to any lighteyes but yourself, your sons, and the king.	We answer to any lighteyes but yourself, your sons, and the king.
Gavin hadn't made any arguments at all, just refused to be stopped.	Gavin had made any arguments at all, just refused to be stopped.
Her hair was askew, but he didn't see any obvious injuries.	Her hair was askew, but he saw any obvious injuries.
Karris didn't see any bodies until she crept into the still-burning town, wrapped in her hooded black cloak.	Karris saw any bodies until she crept into the still-burning town, wrapped in her hooded black cloak.
Give me a chance to check around a little more to be plumb certain she hasn't got any bodies concealed.	Give me a chance to check around a little more to be plumb certain she has got any bodies concealed.
She paid up her first week's bill promptly and we haven't any complaints at all.	She paid up her first week's bill promptly and we have any complaints at all.
Look, I don't have any intentions here.	Look, I have any intentions here.
He didn't have any meetings during the day, but he had me set up an appointment for yesterday evening.	He had any meetings during the day, but he had me set up an appointment for yesterday evening.
He checked the bedroom and the bathroom and didn't find any panels there that matched the photo.	He checked the bedroom and the bathroom and found any panels there that matched the photo.
She knew that he expected her to cry, but she didn't have any tears inside.	She knew that he expected her to cry, but she had any tears inside.
We don't share any details about the club itself until the woman expresses interest.	We share any details about the club itself until the woman expresses interest.
In the meantime, Mr Bradley isn't answering any questions about his actions last night.	In the meantime, Mr Bradley is answering any questions about his actions last night.
Just don't have any conversations with Mr Bradley.	Just have any conversations with Mr Bradley.
She didn't have any illusions that he loved her or that he'd invite her back to Mansion Row to meet his parents.	She had any illusions that he loved her or that he'd invite her back to Mansion Row to meet his parents.
She didn't make any apologies for her figure.	She made any apologies for her figure.
Stride added, 'The police officers who searched the house didn't find any signs of forced entry.	Stride added, 'The police officers who searched the house found any signs of forced entry.
We didn't have any problems after that.	We had any problems after that.
I don't recall any wars in good places.	I recall any wars in good places.
You don't seem to have any problems in that department.	You seem to have any problems in that department.
He walked up and down the street, but he didn't see any chicks who looked worthy of his raging lust.	He walked up and down the street, but he saw any chicks who looked worthy of his raging lust.
No wonder be hadn't seen any whores around, he thought.	No wonder be had seen any whores around, he thought.
There didn't seem to be any whores around either.	There seemed to be any whores around either.
There didn't seem to be any whores standing around; everybody seemed to be in motion, flowing along the sidewalk.	There seemed to be any whores standing around; everybody seemed to be in motion, flowing along the sidewalk.
There didn't seem to be any chicks around and they were all pretty horny.	There seemed to be any chicks around and they were all pretty horny.
It only took Jose about two seconds to find that she didn't have any underpants on.	It only took Jose about two seconds to find that she had any underpants on.
Unfortunately, Greenwinter came from the mountains, and there certainly aren't any mountains around Corsk.	Unfortunately, Greenwinter came from the mountains, and there certainly are any mountains around Corsk.
I wouldn't trust any fortune-teller's market tips, said Manimenesh.	I would trust any fortune-teller's market tips, said Manimenesh.
I don't see any stories in _Worlds of Wonder_ that resolve this dichotomy.	I see any stories in _Worlds of Wonder_ that resolve this dichotomy.
There haven't been any new-hires taken on to the space enterprise in at least five years.	There have been any new-hires taken on to the space enterprise in at least five years.
I needs some advice and help, nothing more, 'cept I don't want any folks to know about it right off!	I needs some advice and help, nothing more, 'cept I want any folks to know about it right off!
I don't think it has any bones at all.	I think it has any bones at all.
Some went over-board and gave the black pits a ride, in the old style, but they didn't pick up any sales that way.	Some went over-board and gave the black pits a ride, in the old style, but they picked up any sales that way.
Maybe she did, but he didn't trust any memories of that time.	Maybe she did, but he trusted any memories of that time.
I don't want any accusations against Ari, the project, or the staff.	I want any accusations against Ari, the project, or the staff.
Ollie called, and she let her mobile ring through to voice mail, because she didn't have any answers for him.	Ollie called, and she let her mobile ring through to voice mail, because she had any answers for him.
He was gonna buy two dogs — wasn't gonna let any cats near his beach house in Mexico.	He was gonna buy two dogs — was gonna let any cats near his beach house in Mexico.
There weren't any gods or monsters.	There were any gods or monsters.
But Roy didn't see any kids who resembled the one who had jumped over the big pointy-eared dog.	But Roy saw any kids who resembled the one who had jumped over the big pointy-eared dog.
"It looks like candle wax, Joe said, ""but I don't see any candles in the room."	"It looks like candle wax, Joe said, ""but I see any candles in the room."
But don't ask any questions about where I got this money.	But ask any questions about where I got this money.
Under the circumstances, you probably don't want any delays in receiving your payment.	Under the circumstances, you probably want any delays in receiving your payment.
Anyhow, I didn't hear any serious objections from Bessie about paying her forfeit.	Anyhow, I heard any serious objections from Bessie about paying her forfeit.
For another, there aren't any notes in this file which might account for it.	For another, there are any notes in this file which might account for it.
She didn't waste any precious dollars on him, paying instead with	She wasted any precious dollars on him, paying instead with
